# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-F" "GFF" "-t" "gene" "-g" "ID" "-T" "16" "-a" "reference.gff3" "-o" "counts_SRR10379725.txt" "SRR10379725.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10379725.bam
gene-SAOUHSC_01665	CP000253.1	1578517	1579056	-	540	1465
gene-SAOUHSC_01666	CP000253.1	1579475	1580866	+	1392	69673
gene-SAOUHSC_01667	CP000253.1	1581016	1581762	-	747	3015
gene-SAOUHSC_01668	CP000253.1	1581790	1582464	-	675	3023
gene-SAOUHSC_01669	CP000253.1	1582589	1582765	+	177	395
gene-SAOUHSC_01670	CP000253.1	1582690	1583094	-	405	1016
gene-SAOUHSC_01671	CP000253.1	1583105	1583449	-	345	864
gene-SAOUHSC_01672	CP000253.1	1583452	1583919	-	468	2343
gene-SAOUHSC_01673	CP000253.1	1583920	1584867	-	948	5969
gene-SAOUHSC_01675	CP000253.1	1585171	1585869	-	699	34965
gene-SAOUHSC_01676	CP000253.1	1585886	1586875	-	990	28132
gene-SAOUHSC_01677	CP000253.1	1586893	1587576	-	684	15701
gene-SAOUHSC_01678	CP000253.1	1587820	1587996	-	177	18608
gene-SAOUHSC_01679	CP000253.1	1588289	1589635	-	1347	13945
gene-SAOUHSC_01680	CP000253.1	1589642	1590394	-	753	3169
gene-SAOUHSC_01681	CP000253.1	1590396	1591334	-	939	5621
gene-SAOUHSC_01682	CP000253.1	1591338	1592477	-	1140	5259
gene-SAOUHSC_01683	CP000253.1	1592613	1594445	-	1833	25779
gene-SAOUHSC_01684	CP000253.1	1594514	1595140	-	627	5880
gene-SAOUHSC_01685	CP000253.1	1595172	1596149	-	978	4301
gene-SAOUHSC_01686	CP000253.1	1596250	1597374	-	1125	1140
gene-SAOUHSC_01687	CP000253.1	1597626	1597754	-	129	551
gene-SAOUHSC_01688	CP000253.1	1597937	1599760	-	1824	12199
gene-SAOUHSC_01689	CP000253.1	1600106	1600357	+	252	11635
gene-SAOUHSC_01690	CP000253.1	1600402	1601376	-	975	1434
gene-SAOUHSC_01691	CP000253.1	1601433	1603580	-	2148	1964
gene-SAOUHSC_01692	CP000253.1	1603639	1604070	-	432	4089
gene-SAOUHSC_01693	CP000253.1	1604192	1604878	-	687	1061
gene-SAOUHSC_01694	CP000253.1	1604918	1605634	-	717	6095
gene-SAOUHSC_01695	CP000253.1	1605637	1605990	-	354	5412
gene-SAOUHSC_01696	CP000253.1	1605991	1606575	-	585	6293
gene-SAOUHSC_01697	CP000253.1	1606565	1607134	-	570	3691
gene-SAOUHSC_01698	CP000253.1	1607137	1607427	-	291	686
gene-SAOUHSC_01699	CP000253.1	1607431	1608237	-	807	2263
gene-SAOUHSC_01700	CP000253.1	1608251	1609351	-	1101	4053
gene-SAOUHSC_01701	CP000253.1	1609352	1609879	-	528	2295
gene-SAOUHSC_01702	CP000253.1	1609899	1610585	-	687	2112
gene-SAOUHSC_01703	CP000253.1	1610631	1610792	-	162	17
gene-SAOUHSC_01704	CP000253.1	1610899	1611168	+	270	210
gene-SAOUHSC_01705	CP000253.1	1611370	1612074	-	705	324
gene-SAOUHSC_01706	CP000253.1	1612536	1613756	-	1221	2406
gene-SAOUHSC_01707	CP000253.1	1614045	1615274	-	1230	2093
gene-SAOUHSC_01708	CP000253.1	1615287	1616039	-	753	1430
gene-SAOUHSC_01709	CP000253.1	1616039	1617400	-	1362	3611
gene-SAOUHSC_01710	CP000253.1	1617414	1617863	-	450	917
gene-SAOUHSC_01711	CP000253.1	1617865	1618779	-	915	2173
gene-SAOUHSC_01712	CP000253.1	1618865	1619566	-	702	1858
gene-SAOUHSC_01714	CP000253.1	1619925	1620401	-	477	9412
gene-SAOUHSC_01715	CP000253.1	1620429	1621052	-	624	8173
gene-SAOUHSC_01716	CP000253.1	1621052	1622320	-	1269	6618
gene-SAOUHSC_01717	CP000253.1	1622332	1623255	-	924	3277
gene-SAOUHSC_01718	CP000253.1	1623258	1623896	-	639	1003
gene-SAOUHSC_01719	CP000253.1	1624181	1624489	-	309	12781
gene-SAOUHSC_01720	CP000253.1	1624504	1624932	-	429	20453
gene-SAOUHSC_01721	CP000253.1	1624936	1625196	-	261	13670
gene-SAOUHSC_01722	CP000253.1	1625259	1627889	-	2631	16140
gene-SAOUHSC_01723	CP000253.1	1628232	1630709	-	2478	3410
gene-SAOUHSC_01724	CP000253.1	1630711	1631379	-	669	706
gene-SAOUHSC_01725	CP000253.1	1631841	1632614	-	774	7211
gene-SAOUHSC_01726	CP000253.1	1632623	1632925	-	303	2336
gene-SAOUHSC_01727	CP000253.1	1632959	1634101	-	1143	12980
gene-SAOUHSC_01728	CP000253.1	1634413	1635426	+	1014	1985
gene-SAOUHSC_01729	CP000253.1	1635663	1635809	-	147	86432
gene-SAOUHSC_01730	CP000253.1	1635849	1636031	-	183	49648
gene-SAOUHSC_01732	CP000253.1	1636204	1636554	-	351	8050
gene-SAOUHSC_01733	CP000253.1	1636551	1636727	-	177	27
gene-SAOUHSC_01734	CP000253.1	1636666	1637913	+	1248	8939
gene-SAOUHSC_01735	CP000253.1	1638074	1638847	-	774	4837
gene-SAOUHSC_01736	CP000253.1	1638847	1638975	-	129	136
gene-SAOUHSC_01737	CP000253.1	1639308	1641074	-	1767	8310
gene-SAOUHSC_01738	CP000253.1	1641090	1642352	-	1263	2144
gene-SAOUHSC_01739	CP000253.1	1642813	1643688	-	876	11160
gene-SAOUHSC_01741	CP000253.1	1643685	1644137	-	453	5163
gene-SAOUHSC_01742	CP000253.1	1644149	1646338	-	2190	27799
gene-SAOUHSC_01743	CP000253.1	1646766	1647284	-	519	3161
gene-SAOUHSC_01744	CP000253.1	1647306	1649579	-	2274	4743
gene-SAOUHSC_01746	CP000253.1	1649782	1652001	-	2220	17577
gene-SAOUHSC_01747	CP000253.1	1652336	1652596	-	261	5233
gene-SAOUHSC_01748	CP000253.1	1652615	1653754	-	1140	8888
gene-SAOUHSC_01749	CP000253.1	1653777	1654802	-	1026	6055
gene-SAOUHSC_01750	CP000253.1	1654804	1655808	-	1005	8096
gene-SAOUHSC_01751	CP000253.1	1655840	1656442	-	603	4939
gene-SAOUHSC_01752	CP000253.1	1656456	1656911	-	456	2143
gene-SAOUHSC_01753	CP000253.1	1656924	1658216	-	1293	16338
gene-SAOUHSC_01755	CP000253.1	1658571	1658855	-	285	31810
gene-SAOUHSC_01756	CP000253.1	1658867	1659187	-	321	19292
gene-SAOUHSC_01757	CP000253.1	1659193	1659501	-	309	81536
gene-SAOUHSC_01758	CP000253.1	1659668	1660198	-	531	1230
gene-SAOUHSC_01759	CP000253.1	1660198	1661040	-	843	5357
gene-SAOUHSC_01760	CP000253.1	1661240	1661359	-	120	3133
gene-SAOUHSC_01761	CP000253.1	1661433	1661906	-	474	6417
gene-SAOUHSC_01762	CP000253.1	1662380	1662664	-	285	1429
gene-SAOUHSC_01763	CP000253.1	1662732	1663388	-	657	239
gene-SAOUHSC_01764	CP000253.1	1663415	1664122	-	708	158
gene-SAOUHSC_01765	CP000253.1	1664224	1664334	+	111	31
gene-SAOUHSC_01766	CP000253.1	1664392	1665663	-	1272	50517
gene-SAOUHSC_01767	CP000253.1	1665676	1668306	-	2631	65751
gene-SAOUHSC_01768	CP000253.1	1668709	1669269	+	561	5379
gene-SAOUHSC_01769	CP000253.1	1669492	1670565	-	1074	7375
gene-SAOUHSC_01770	CP000253.1	1670599	1670700	-	102	571
gene-SAOUHSC_01771	CP000253.1	1670761	1672047	-	1287	10035
gene-SAOUHSC_01772	CP000253.1	1672095	1673069	-	975	3483
gene-SAOUHSC_01773	CP000253.1	1673072	1673740	-	669	1185
gene-SAOUHSC_01774	CP000253.1	1673762	1674688	-	927	6252
gene-SAOUHSC_01775	CP000253.1	1674730	1675545	-	816	5353
gene-SAOUHSC_01776	CP000253.1	1675567	1676913	-	1347	66158
gene-SAOUHSC_01777	CP000253.1	1677130	1677720	-	591	2017
gene-SAOUHSC_01778	CP000253.1	1677874	1679136	-	1263	22777
gene-SAOUHSC_01779	CP000253.1	1679287	1680588	-	1302	25101
gene-SAOUHSC_01780	CP000253.1	1680636	1680746	-	111	205
gene-SAOUHSC_01781	CP000253.1	1680751	1681680	-	930	4256
gene-SAOUHSC_01782	CP000253.1	1681699	1682307	-	609	3263
gene-SAOUHSC_01783	CP000253.1	1682384	1682485	+	102	6
gene-SAOUHSC_01784	CP000253.1	1682449	1682805	-	357	12259
gene-SAOUHSC_01785	CP000253.1	1682852	1683052	-	201	11820
gene-SAOUHSC_01786	CP000253.1	1683081	1683608	-	528	17111
gene-SAOUHSC_01787	CP000253.1	1683837	1685330	-	1494	57389
gene-SAOUHSC_01788	CP000253.1	1685756	1687693	-	1938	80382
gene-SAOUHSC_01789	CP000253.1	1687891	1688013	-	123	32569
gene-SAOUHSC_01791	CP000253.1	1688106	1689026	-	921	12703
gene-SAOUHSC_01792	CP000253.1	1689026	1690426	-	1401	13474
gene-SAOUHSC_01793	CP000253.1	1690427	1690897	-	471	7138
gene-SAOUHSC_01794	CP000253.1	1691107	1692132	-	1026	22163
gene-SAOUHSC_01795	CP000253.1	1692302	1692925	-	624	6303
gene-SAOUHSC_01796	CP000253.1	1692941	1693813	-	873	4908
gene-SAOUHSC_01797	CP000253.1	1693829	1696459	-	2631	12028
gene-SAOUHSC_01798	CP000253.1	1696753	1698240	-	1488	1176
gene-SAOUHSC_01799	CP000253.1	1698739	1700400	-	1662	3810
gene-SAOUHSC_01800	CP000253.1	1700400	1701104	-	705	3242
gene-SAOUHSC_A01723	CP000253.1	1701056	1701274	+	219	8
gene-SAOUHSC_01801	CP000253.1	1701494	1702762	-	1269	5134
gene-SAOUHSC_01802	CP000253.1	1702811	1703668	-	858	2767
gene-SAOUHSC_01803	CP000253.1	1704280	1705641	+	1362	36557
gene-SAOUHSC_01804	CP000253.1	1705674	1706480	-	807	138
gene-SAOUHSC_01805	CP000253.1	1706498	1707325	-	828	124
gene-SAOUHSC_01806	CP000253.1	1707966	1709723	-	1758	31343
gene-SAOUHSC_01807	CP000253.1	1709745	1710668	-	924	13536
gene-SAOUHSC_01808	CP000253.1	1710982	1711926	-	945	8416
gene-SAOUHSC_01809	CP000253.1	1711926	1712783	-	858	6627
gene-SAOUHSC_01810	CP000253.1	1712978	1714207	-	1230	6432
gene-SAOUHSC_01811	CP000253.1	1714657	1717854	-	3198	16016
gene-SAOUHSC_01812	CP000253.1	1717875	1718816	-	942	4080
gene-SAOUHSC_01813	CP000253.1	1719077	1720375	-	1299	5611
gene-SAOUHSC_01814	CP000253.1	1720580	1720993	+	414	8992
gene-SAOUHSC_01815	CP000253.1	1721298	1721987	-	690	12033
gene-SAOUHSC_01816	CP000253.1	1722162	1723217	+	1056	5449
gene-SAOUHSC_01817	CP000253.1	1723311	1723409	-	99	487
gene-SAOUHSC_01818	CP000253.1	1723533	1724651	-	1119	14264
gene-SAOUHSC_01819	CP000253.1	1724792	1725292	+	501	46778
gene-SAOUHSC_01820	CP000253.1	1725538	1726740	-	1203	7158
gene-SAOUHSC_01821	CP000253.1	1726828	1727775	-	948	2105
gene-SAOUHSC_01822	CP000253.1	1727898	1728392	-	495	6469
gene-SAOUHSC_01823	CP000253.1	1728490	1729260	-	771	2030
gene-SAOUHSC_01824	CP000253.1	1729304	1730527	-	1224	2803
gene-SAOUHSC_01825	CP000253.1	1730527	1731675	-	1149	2097
gene-SAOUHSC_01826	CP000253.1	1731824	1731964	+	141	153
gene-SAOUHSC_01827	CP000253.1	1732038	1733732	-	1695	25714
gene-SAOUHSC_01828	CP000253.1	1733869	1734333	+	465	2165
gene-SAOUHSC_01829	CP000253.1	1734577	1735179	+	603	47868
gene-SAOUHSC_A01754	CP000253.1	1735252	1735506	+	255	89
gene-SAOUHSC_01830	CP000253.1	1735395	1736138	-	744	1092
gene-SAOUHSC_01831	CP000253.1	1736218	1736664	+	447	2181
gene-SAOUHSC_01832	CP000253.1	1736778	1737938	+	1161	23685
gene-SAOUHSC_01833	CP000253.1	1737925	1739529	+	1605	22332
gene-SAOUHSC_01834	CP000253.1	1739623	1739718	+	96	234
gene-SAOUHSC_01835	CP000253.1	1739679	1740809	-	1131	10729
gene-SAOUHSC_01836	CP000253.1	1740916	1742382	-	1467	5855
gene-SAOUHSC_01837	CP000253.1	1742510	1743127	-	618	3256
gene-SAOUHSC_01838	CP000253.1	1743299	1744573	+	1275	9198
gene-SAOUHSC_01839	CP000253.1	1744667	1745929	-	1263	1833
gene-SAOUHSC_01840	CP000253.1	1746311	1747216	+	906	1113
gene-SAOUHSC_01841	CP000253.1	1747196	1747288	-	93	0
gene-SAOUHSC_01843	CP000253.1	1747419	1750106	-	2688	1366
gene-SAOUHSC_01844	CP000253.1	1750105	1750194	+	90	5
gene-SAOUHSC_01845	CP000253.1	1750440	1752107	-	1668	21607
gene-SAOUHSC_01846	CP000253.1	1752547	1754253	-	1707	16632
gene-SAOUHSC_01847	CP000253.1	1754422	1755054	+	633	4341
gene-SAOUHSC_01849	CP000253.1	1755079	1756248	+	1170	5993
gene-SAOUHSC_01850	CP000253.1	1756346	1757335	-	990	27845
gene-SAOUHSC_01851	CP000253.1	1757408	1757521	-	114	1
gene-SAOUHSC_01852	CP000253.1	1757875	1758966	-	1092	39296
gene-SAOUHSC_01853	CP000253.1	1759427	1759531	-	105	27
gene-SAOUHSC_01854	CP000253.1	1759666	1761183	-	1518	75349
gene-SAOUHSC_01855	CP000253.1	1761257	1761748	-	492	32324
gene-SAOUHSC_01856	CP000253.1	1761822	1763135	-	1314	18520
gene-SAOUHSC_01857	CP000253.1	1763159	1766983	-	3825	37121
gene-SAOUHSC_01858	CP000253.1	1767004	1767600	-	597	2862
gene-SAOUHSC_01859	CP000253.1	1767629	1768486	-	858	1848
gene-SAOUHSC_01860	CP000253.1	1768586	1768897	-	312	4511
gene-SAOUHSC_01861	CP000253.1	1768962	1770038	-	1077	3947
gene-SAOUHSC_01863	CP000253.1	1770125	1770436	+	312	4132
gene-SAOUHSC_01864	CP000253.1	1770561	1771403	-	843	3232
gene-SAOUHSC_01865	CP000253.1	1771873	1772517	-	645	18016
gene-SAOUHSC_01866	CP000253.1	1772532	1773257	-	726	21921
gene-SAOUHSC_01867	CP000253.1	1773873	1774721	-	849	6220
gene-SAOUHSC_01868	CP000253.1	1774725	1776134	-	1410	11439
gene-SAOUHSC_01869	CP000253.1	1776998	1777420	-	423	32919
gene-SAOUHSC_01870	CP000253.1	1777437	1778132	-	696	7046
gene-SAOUHSC_01871	CP000253.1	1778129	1779790	-	1662	6279
gene-SAOUHSC_01872	CP000253.1	1780197	1781465	+	1269	2978
gene-SAOUHSC_01873	CP000253.1	1781582	1788142	-	6561	2319
gene-SAOUHSC_01874	CP000253.1	1788485	1788796	-	312	1509
gene-SAOUHSC_01875	CP000253.1	1788818	1791235	-	2418	7684
gene-SAOUHSC_01876	CP000253.1	1791523	1792704	-	1182	2281
gene-SAOUHSC_01877	CP000253.1	1792814	1793767	+	954	3969
gene-SAOUHSC_01878	CP000253.1	1793764	1794327	+	564	2931
gene-SAOUHSC_01879	CP000253.1	1794447	1794848	-	402	6630
gene-SAOUHSC_01880	CP000253.1	1795368	1795592	-	225	120
gene-SAOUHSC_01881	CP000253.1	1795589	1796080	-	492	92
gene-SAOUHSC_01882	CP000253.1	1796427	1797254	-	828	6026
gene-SAOUHSC_01883	CP000253.1	1797257	1797376	-	120	35
gene-SAOUHSC_01884	CP000253.1	1797488	1798489	+	1002	40064
gene-SAOUHSC_01886	CP000253.1	1798611	1799075	-	465	1268
gene-SAOUHSC_01887	CP000253.1	1799088	1800269	-	1182	2974
gene-SAOUHSC_01888	CP000253.1	1800280	1800912	-	633	1344
gene-SAOUHSC_01889	CP000253.1	1800919	1801923	-	1005	2923
gene-SAOUHSC_01890	CP000253.1	1802443	1803945	-	1503	899
gene-SAOUHSC_01891	CP000253.1	1804468	1804782	+	315	497
gene-SAOUHSC_01893	CP000253.1	1804782	1806074	+	1293	1503
gene-SAOUHSC_01894	CP000253.1	1806092	1806487	+	396	610
gene-SAOUHSC_01895	CP000253.1	1806782	1807636	-	855	12024
gene-SAOUHSC_01896	CP000253.1	1807912	1808136	-	225	2175
gene-SAOUHSC_01897	CP000253.1	1808335	1808805	+	471	1421
gene-SAOUHSC_01898	CP000253.1	1808918	1809361	+	444	2560
gene-SAOUHSC_01899	CP000253.1	1809348	1809791	-	444	2349
gene-SAOUHSC_01900	CP000253.1	1810087	1810722	+	636	377
gene-SAOUHSC_01901	CP000253.1	1811162	1811875	-	714	12714
gene-SAOUHSC_01902	CP000253.1	1812135	1812437	+	303	250
gene-SAOUHSC_01903	CP000253.1	1812693	1813058	+	366	203
gene-SAOUHSC_01904	CP000253.1	1813055	1813408	+	354	141
gene-SAOUHSC_01905	CP000253.1	1813964	1814788	+	825	129
gene-SAOUHSC_01906	CP000253.1	1814821	1815429	+	609	21
gene-SAOUHSC_01907	CP000253.1	1815492	1816325	-	834	2925
gene-SAOUHSC_01908	CP000253.1	1816537	1817445	-	909	11695
gene-SAOUHSC_01909	CP000253.1	1817570	1818763	-	1194	11362
gene-SAOUHSC_01910	CP000253.1	1819134	1820726	+	1593	38691
gene-SAOUHSC_01911	CP000253.1	1820862	1821347	-	486	2091
gene-SAOUHSC_01912	CP000253.1	1821722	1822468	-	747	346
gene-SAOUHSC_01913	CP000253.1	1822473	1822946	-	474	144
gene-SAOUHSC_01914	CP000253.1	1823012	1823269	+	258	1843
gene-SAOUHSC_01915	CP000253.1	1823266	1824267	-	1002	792
gene-SAOUHSC_01916	CP000253.1	1824272	1825750	-	1479	993
gene-SAOUHSC_01917	CP000253.1	1825909	1826364	-	456	116
gene-SAOUHSC_01918	CP000253.1	1826667	1827317	+	651	9208
gene-SAOUHSC_01919	CP000253.1	1827398	1828393	+	996	8912
gene-SAOUHSC_01920	CP000253.1	1828469	1829095	+	627	389
gene-SAOUHSC_01921	CP000253.1	1829136	1829480	+	345	129
gene-SAOUHSC_01922	CP000253.1	1829578	1830129	+	552	388
gene-SAOUHSC_01923	CP000253.1	1830347	1830988	-	642	259
gene-SAOUHSC_01924	CP000253.1	1831102	1831287	-	186	35
gene-SAOUHSC_01925	CP000253.1	1831289	1831465	-	177	29
gene-SAOUHSC_01926	CP000253.1	1831476	1831859	-	384	785
gene-SAOUHSC_01927	CP000253.1	1832051	1832260	-	210	204
gene-SAOUHSC_01928	CP000253.1	1832463	1832606	-	144	289
gene-SAOUHSC_01929	CP000253.1	1833027	1833128	+	102	240
gene-SAOUHSC_01930	CP000253.1	1833476	1833835	-	360	710
gene-SAOUHSC_01931	CP000253.1	1834373	1838485	-	4113	1328
gene-SAOUHSC_01932	CP000253.1	1839335	1840534	-	1200	1687
gene-SAOUHSC_01933	CP000253.1	1840527	1842266	-	1740	1793
gene-SAOUHSC_01934	CP000253.1	1842247	1842381	-	135	6
gene-SAOUHSC_01935	CP000253.1	1842446	1843165	-	720	414
gene-SAOUHSC_01936	CP000253.1	1843316	1844032	-	717	348
gene-SAOUHSC_01937	CP000253.1	1844134	1844241	+	108	6
gene-SAOUHSC_01938	CP000253.1	1844190	1844909	-	720	505
gene-SAOUHSC_01939	CP000253.1	1845030	1845749	-	720	684
gene-SAOUHSC_01941	CP000253.1	1845807	1846529	-	723	975
gene-SAOUHSC_01942	CP000253.1	1846654	1847361	-	708	792
gene-SAOUHSC_01943	CP000253.1	1847797	1848015	-	219	91
gene-SAOUHSC_01944	CP000253.1	1848325	1848891	+	567	743
gene-SAOUHSC_01945	CP000253.1	1849365	1850063	-	699	2316
gene-SAOUHSC_01947	CP000253.1	1850060	1850821	-	762	1361
gene-SAOUHSC_01948	CP000253.1	1850818	1851510	-	693	3180
gene-SAOUHSC_01949	CP000253.1	1851533	1852906	-	1374	1741
gene-SAOUHSC_01950	CP000253.1	1852916	1853434	-	519	47
gene-SAOUHSC_01951	CP000253.1	1853450	1854694	-	1245	264
gene-SAOUHSC_01952	CP000253.1	1854687	1857680	-	2994	686
gene-SAOUHSC_01953	CP000253.1	1857745	1857888	-	144	170
gene-SAOUHSC_01954	CP000253.1	1859010	1859993	-	984	337
gene-SAOUHSC_01955	CP000253.1	1859995	1860900	-	906	183
gene-SAOUHSC_01956	CP000253.1	1861729	1862268	+	540	300
gene-SAOUHSC_01957	CP000253.1	1862281	1863069	+	789	4772
gene-SAOUHSC_T00050	CP000253.1	1864312	1864400	-	89	173
gene-SAOUHSC_T00019	CP000253.1	1864455	1864526	-	72	116
gene-SAOUHSC_T0009	CP000253.1	1864528	1864602	-	75	41
gene-SAOUHSC_T00022	CP000253.1	1864617	1864690	-	74	82
gene-SAOUHSC_T00026	CP000253.1	1864706	1864781	-	76	380
gene-SAOUHSC_T00042	CP000253.1	1864795	1864867	-	73	758
gene-SAOUHSC_T00012	CP000253.1	1864884	1864959	-	76	92
gene-SAOUHSC_T00038	CP000253.1	1864981	1865054	-	74	244
gene-SAOUHSC_01958	CP000253.1	1865526	1866080	-	555	2133
gene-SAOUHSC_01959	CP000253.1	1866174	1866401	+	228	1352
gene-SAOUHSC_01960	CP000253.1	1866403	1867803	-	1401	6375
gene-SAOUHSC_01961	CP000253.1	1867827	1868750	-	924	3817
gene-SAOUHSC_01962	CP000253.1	1868808	1869845	-	1038	4823
gene-SAOUHSC_01963	CP000253.1	1869835	1869945	-	111	2
gene-SAOUHSC_01964	CP000253.1	1870108	1870611	+	504	19046
gene-SAOUHSC_01966	CP000253.1	1870735	1871958	-	1224	6354
gene-SAOUHSC_01967	CP000253.1	1871951	1872691	-	741	4032
gene-SAOUHSC_01968	CP000253.1	1872825	1873247	+	423	5470
gene-SAOUHSC_01969	CP000253.1	1873389	1873754	+	366	34093
gene-SAOUHSC_01971	CP000253.1	1874487	1875044	+	558	471
gene-SAOUHSC_01972	CP000253.1	1875249	1876211	+	963	15319
gene-SAOUHSC_01973	CP000253.1	1876332	1877273	-	942	12769
gene-SAOUHSC_01974	CP000253.1	1877270	1880206	-	2937	27664
gene-SAOUHSC_01975	CP000253.1	1880196	1881392	-	1197	12728
gene-SAOUHSC_01976	CP000253.1	1881683	1881781	-	99	26
gene-SAOUHSC_01977	CP000253.1	1882164	1882508	-	345	11915
gene-SAOUHSC_01978	CP000253.1	1882577	1883701	-	1125	3639
gene-SAOUHSC_01979	CP000253.1	1883880	1884344	-	465	1194
gene-SAOUHSC_01980	CP000253.1	1884700	1885323	-	624	2487
gene-SAOUHSC_01981	CP000253.1	1885345	1886457	-	1113	3694
gene-SAOUHSC_01982	CP000253.1	1886620	1887441	+	822	5239
gene-SAOUHSC_01983	CP000253.1	1887904	1889289	-	1386	10306
gene-SAOUHSC_01984	CP000253.1	1889485	1889880	-	396	651
gene-SAOUHSC_01985	CP000253.1	1889999	1890361	+	363	780
gene-SAOUHSC_01986	CP000253.1	1890657	1890809	-	153	8448
gene-SAOUHSC_01987	CP000253.1	1890834	1891433	-	600	28350
gene-SAOUHSC_01988	CP000253.1	1891592	1892062	-	471	1548
gene-SAOUHSC_01989	CP000253.1	1892067	1893209	-	1143	3841
gene-SAOUHSC_01990	CP000253.1	1893345	1894073	-	729	1460
gene-SAOUHSC_01991	CP000253.1	1894060	1895517	-	1458	1899
gene-SAOUHSC_01992	CP000253.1	1895775	1896836	-	1062	3887
gene-SAOUHSC_01993	CP000253.1	1897329	1898531	+	1203	648
gene-SAOUHSC_T00031	CP000253.1	1898905	1898988	-	84	3348
gene-SAOUHSC_T00023	CP000253.1	1899205	1899279	-	75	1492
gene-SAOUHSC_T00015	CP000253.1	1899287	1899360	-	74	152
gene-SAOUHSC_T00016	CP000253.1	1899366	1899437	-	72	169
gene-SAOUHSC_T00027	CP000253.1	1899449	1899521	-	73	345
gene-SAOUHSC_T00056	CP000253.1	1899524	1899597	-	74	375
gene-SAOUHSC_T00057	CP000253.1	1899613	1899693	-	81	2638
gene-SAOUHSC_T00054	CP000253.1	1899699	1899774	-	76	626
gene-SAOUHSC_T00043	CP000253.1	1899782	1899854	-	73	0
gene-SAOUHSC_A01909	CP000253.1	1899812	1899976	+	165	0
gene-SAOUHSC_T00013	CP000253.1	1899873	1899948	-	76	0
gene-SAOUHSC_T00039	CP000253.1	1899958	1900031	-	74	118
gene-SAOUHSC_T00051	CP000253.1	1900046	1900138	-	93	319
gene-SAOUHSC_A01910	CP000253.1	1900176	1900424	+	249	0
gene-SAOUHSC_T00014	CP000253.1	1900177	1900252	-	76	0
gene-SAOUHSC_T00052	CP000253.1	1900263	1900352	-	90	0
gene-SAOUHSC_T00040	CP000253.1	1900362	1900435	-	74	0
gene-SAOUHSC_T00041	CP000253.1	1900461	1900537	-	77	1322
gene-SAOUHSC_T0002	CP000253.1	1900559	1900634	-	76	151
gene-SAOUHSC_T00045	CP000253.1	1900652	1900725	-	74	606
gene-SAOUHSC_T0007	CP000253.1	1900735	1900808	-	74	891
gene-SAOUHSC_T00032	CP000253.1	1900827	1900915	-	89	97
gene-SAOUHSC_T00024	CP000253.1	1900926	1901000	-	75	12
gene-SAOUHSC_T00033	CP000253.1	1901004	1901085	-	82	61
gene-SAOUHSC_T00036	CP000253.1	1901089	1901164	-	76	173
gene-SAOUHSC_T00055	CP000253.1	1901170	1901245	-	76	59
gene-SAOUHSC_T00060	CP000253.1	1901262	1901337	-	76	2
gene-SAOUHSC_R00013	CP000253.1	1901349	1901463	-	115	1
gene-SAOUHSC_R0008	CP000253.1	1901536	1904457	-	2922	943
gene-SAOUHSC_T0003	CP000253.1	1904671	1904746	-	76	568
gene-SAOUHSC_A01912	CP000253.1	1904764	1904943	+	180	0
gene-SAOUHSC_T00028	CP000253.1	1904765	1904841	-	77	0
gene-SAOUHSC_R0003	CP000253.1	1904931	1906485	-	1555	331
gene-SAOUHSC_01997	CP000253.1	1907224	1907670	-	447	36281
gene-SAOUHSC_01998	CP000253.1	1907767	1908717	-	951	6811
gene-SAOUHSC_01999	CP000253.1	1908723	1909178	-	456	4067
gene-SAOUHSC_02000	CP000253.1	1909373	1910548	+	1176	4100
gene-SAOUHSC_02001	CP000253.1	1910892	1911935	+	1044	9672
gene-SAOUHSC_02002	CP000253.1	1912025	1912117	-	93	112
gene-SAOUHSC_02003	CP000253.1	1912126	1913862	-	1737	5846
gene-SAOUHSC_02004	CP000253.1	1914153	1914695	-	543	3833
gene-SAOUHSC_02005	CP000253.1	1914997	1916034	-	1038	2726
gene-SAOUHSC_02006	CP000253.1	1916186	1917163	+	978	7279
gene-SAOUHSC_02007	CP000253.1	1917267	1917497	+	231	542
gene-SAOUHSC_02008	CP000253.1	1917424	1918260	-	837	1638
gene-SAOUHSC_02009	CP000253.1	1918269	1919786	-	1518	5602
gene-SAOUHSC_02010	CP000253.1	1919801	1920091	-	291	1960
gene-SAOUHSC_02011	CP000253.1	1920093	1920911	-	819	2753
gene-SAOUHSC_02012	CP000253.1	1921172	1921981	-	810	11614
gene-SAOUHSC_02013	CP000253.1	1922322	1922837	-	516	14748
gene-SAOUHSC_02014	CP000253.1	1922968	1923129	-	162	796
gene-SAOUHSC_02015	CP000253.1	1923456	1923557	+	102	0
gene-SAOUHSC_02016	CP000253.1	1923883	1924083	-	201	0
gene-SAOUHSC_02017	CP000253.1	1924070	1924180	-	111	0
gene-SAOUHSC_02018	CP000253.1	1924251	1924403	-	153	0
gene-SAOUHSC_02019	CP000253.1	1924647	1926092	-	1446	0
gene-SAOUHSC_02020	CP000253.1	1926073	1926510	-	438	0
gene-SAOUHSC_02021	CP000253.1	1926566	1926961	-	396	0
gene-SAOUHSC_02022	CP000253.1	1926967	1928139	-	1173	0
gene-SAOUHSC_02023	CP000253.1	1928152	1930050	-	1899	0
gene-SAOUHSC_02025	CP000253.1	1930187	1930486	-	300	0
